,literature/ALOI/ALOI_withoutdupl_norm.arff,literature/Glass/Glass_withoutdupl_norm.arff,literature/Ionosphere/Ionosphere_withoutdupl_norm.arff,literature/KDDCup99/KDDCup99_withoutdupl_norm_idf.arff,literature/Lymphography/Lymphography_withoutdupl_norm_idf.arff,literature/PenDigits/PenDigits_withoutdupl_norm_v10.arff,literature/Shuttle/Shuttle_withoutdupl_norm_v10.arff,literature/Waveform/Waveform_withoutdupl_norm_v10.arff,literature/WBC/WBC_withoutdupl_norm_v10.arff,literature/WDBC/WDBC_withoutdupl_norm_v10.arff,literature/WPBC/WPBC_withoutdupl_norm.arff
<class 'pyod.models.kde.KDE'>,0.5360752453826679,0.643360433604336,0.8499823633156967,0.9872722434412372,1.0,0.4812068440292445,0.48953846153846153,0.6783457971881544,0.9971830985915493,0.9857142857142858,0.49852050162040296
