,0,1,2,3,4,5,6,7,8,9,10
0,0.8928445848522277,0.9364360507895726,0.9713907910263319,0.766741426152945,0.9617005769735926,0.9935621840795983,0.7372518963447464,0.9197264409695076,0.9139692851433863,0.9556622629352807,0.9917462182364231
