,<scipy.stats._continuous_distns.norm_gen object at 0x00000198E41AA150>,<scipy.stats._continuous_distns.t_gen object at 0x00000198FCD56850>,<scipy.stats._continuous_distns.laplace_gen object at 0x00000198FC78DB50>,<scipy.stats._continuous_distns.cauchy_gen object at 0x00000198FCCE6610>,<scipy.stats._continuous_distns.logistic_gen object at 0x00000198FCD41250>,<scipy.stats._continuous_distns.skewnorm_gen object at 0x00000198FCD71B50>
0,"[0.9732054389076406, 0.9252758767733112, 0.983264868315957, 0.9837010020659994, 0.9641537957636244, 0.9721786915692957, 0.926502335058901, 0.9442060204426029, 0.9787228054179418, 0.7447443537129012, 0.9744043629391517, 0.9622633028476629]","[0.9912238948415595, 0.9113876022986391, 0.9823313967759607, 0.9837010020655486, 0.9641537956863594, 0.9721786915669901, 0.9174558775310258, 0.9780483259168076, 0.9787228054166138, 0.8092253119241232, 0.9726359769005567, 0.9167427744659082]","[0.9876289934192422, 0.9017243983842632, 0.9425516679479683, 0.9393643179270028, 0.8960451168329808, 0.9340877725885063, 0.8974318431045035, 0.9646451017593098, 0.9228390523325554, 0.8367509770258025, 0.933370146407828, 0.9720315796612572]","[0.08229732924795007, 0.23124922818373503, 0.09067754078089954, 0.3022198948051728, 0.4100343857873865, 0.09918456561981327, 0.05663324120604369, 0.4815852896769125, 0.16621741509309176, 0.12286296070167206, 0.28366423239655714, 0.10027171944823136]","[0.9896729584836429, 0.9200597805223061, 0.9722988226555284, 0.9715465978139216, 0.9391892333751113, 0.9618441927345214, 0.921645517371387, 0.9606341625489148, 0.9627145372480538, 0.7835164062084604, 0.9642097968400843, 0.975398304682674]","[0.974761909815642, 0.9948632153883507, 0.994444617791968, 0.993107115572747, 0.9644613023436949, 0.9811160884426221, 0.9962380645955136, 0.9692348961078574, 0.9906327312753171, 0.8393856920612278, 0.9926552788292422, 0.9795205273662072]"
