,0,1,2,3,4,5,6,7,8,9,10
0,0.9976372206745396,0.9463681890002139,0.9313534941592607,0.9558440553072368,0.9727775262979681,0.9986921782094572,0.9874092331365362,0.9991904787574732,0.9293482305511496,0.9780536048360682,0.9903746208697775
