,0,1,2,3,4,5,6,7,8,9,10,11
0,0.08229732924795007,0.23124922818373503,0.09067754078089954,0.3022198948051728,0.4100343857873865,0.09918456561981327,0.05663324120604369,0.4815852896769125,0.16621741509309176,0.12286296070167206,0.28366423239655714,0.10027171944823136
