,<scipy.stats._continuous_distns.expon_gen object at 0x00000198FC665E10>,<scipy.stats._continuous_distns.chi2_gen object at 0x00000198FC78DD10>,<scipy.stats._continuous_distns.gamma_gen object at 0x00000198FCD06810>,<scipy.stats._continuous_distns.weibull_min_gen object at 0x00000198FCCF3BD0>,<scipy.stats._continuous_distns.lognorm_gen object at 0x00000198FCD42750>,<scipy.stats._continuous_distns.invgauss_gen object at 0x00000198FCD2C910>,<scipy.stats._continuous_distns.rayleigh_gen object at 0x00000198FCD62510>,<scipy.stats._continuous_distns.wald_gen object at 0x00000198FCD7ADD0>,<scipy.stats._continuous_distns.pareto_gen object at 0x00000198FC845990>,<scipy.stats._continuous_distns.levy_gen object at 0x00000198FCD40410>,<scipy.stats._continuous_distns.nakagami_gen object at 0x00000198FCD55650>,<scipy.stats._continuous_distns.logistic_gen object at 0x00000198FCD41250>,<scipy.stats._continuous_distns.powerlaw_gen object at 0x00000198FCD60AD0>,<scipy.stats._continuous_distns.skewnorm_gen object at 0x00000198FCD71B50>
0,"[0.7680809826428062, 0.9907590533964501, 0.9785467965949927, 0.9444414023503325, 0.8786987935546386, 0.9761456050481575, 0.798573274281876, 0.918387593201337, 0.9761626975023775, 0.9280283842585304, 0.9774444886166853, 0.6413083347234565]","[0.8551530911175417, 0.9911823816668995, 0.9706030737155923, 0.993923491767925, 0.8940311645469757, 0.980906940887144, 0.7982645214795981, 0.8541392639422185, 0.9444638305523632, 0.9223757672277637, 0.9787584118834548, 0.6735918458853296]","[0.8592586903731068, 0.9745057319984692, 0.9922762228517369, 0.99392356346537, 0.9361460244674547, 0.9809071979365114, 0.9353367266848966, 0.8541378706595683, 0.9969853208672235, 0.9222425875844362, 0.9787585663270167, 0.729623755729807]","[0.7703279585176697, 0.9676258696953013, 0.9813829022535039, 0.9939763553250381, 0.961526507318595, 0.973240226954255, 0.824669865818879, 0.9474394159729429, 0.994693390005587, 0.8925904931259925, 0.9707548935122741, 0.8629715698279898]","[0.8676560206832943, 0.9872116244961008, 0.9935968018587901, 0.9923406951441597, 0.9529260371408569, 0.9894994224552168, 0.9712451842936846, 0.90158040826489, 0.9891025438740654, 0.9343598392675865, 0.9896576095415526, 0.6137976619360217]","[0.833660131824111, 0.9920132289643309, 0.9946277094952766, 0.9934489349977906, 0.9375789249399984, 0.986396402105434, 0.9284535068514014, 0.8888806842845914, 0.993586226048748, 0.9252563981071501, 0.9847165845095962, 0.579052065454127]","[0.5643034528831109, 0.8974077602082909, 0.9629233574953804, 0.9921690281625829, 0.9783971352395495, 0.9377780163213899, 0.5818628493722949, 0.7822663066905888, 0.9765902903675426, 0.8745512247629663, 0.9207101182822073, 0.4662447404908762]","[0.8590097163630159, 0.9832849271763043, 0.9394898144502738, 0.8778834096107992, 0.8024462279725935, 0.9538608647671433, 0.8930786576930454, 0.958895344082399, 0.926586598320191, 0.9397580038101214, 0.9687530823499308, 0.6481237351833113]","[0.8418655703755085, 0.9907590547210696, 0.9785467949497253, 0.944441398070944, 0.8786987878767947, 0.9761456049070368, 0.9546369801160886, 0.9183875985511493, 0.976162693515048, 0.9346774532857218, 0.9774444890725016, 0.6746135924306235]","[0.032667534781411905, 0.09574406249765871, 0.021817899070589196, 0.08961082352604754, 0.10652158347060393, 0.0505103665727149, 0.0819677740507974, 0.27074580195769266, 0.06069899738734099, 0.04771043177974581, 0.2097859412394647, 0.41284126192870707]","[0.6482049425182876, 0.9325045087091213, 0.9708526401177027, 0.9930619518368654, 0.9733197837728674, 0.9603562515832645, 0.6949773175756193, 0.8459200131398975, 0.9873854707487755, 0.8767372066891203, 0.9480769863346102, 0.5236561984762155]","[0.5133819683195825, 0.8155911780261393, 0.9028634112049715, 0.9462569758233209, 0.9375488061355599, 0.8787267896181907, 0.5231480836705172, 0.7285253119662924, 0.910665224570495, 0.8392245845256876, 0.8540942850574472, 0.3907935685948307]","[0.5305909076021501, 0.8455860925592795, 0.8801746503066564, 0.9469972340673886, 0.9876088830029289, 0.8566017035128357, 0.5932859729445756, 0.6874574567485277, 0.9267373034674137, 0.7725653833605348, 0.8585511332949933, 0.40427588065955933]","[0.6161389869544405, 0.9383459085527738, 0.9789989015976337, 0.9950687842860623, 0.9693094594945572, 0.9573477152895338, 0.6391450746157489, 0.819341453035245, 0.9919770397180941, 0.8905988118841577, 0.9475080251631958, 0.4515746891734799]"
