,0,1,2,3,4,5,6,7,8,9,10,11
0,0.8336601318241106,0.9920132289643304,0.9946277094952757,0.9934489349977906,0.9375789249399984,0.9863964021054351,0.9284535068514014,0.8888806842845914,0.9935862260487482,0.9252563981071499,0.9847165845095962,0.5790520654541274
