,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
0,0.677400312,3,0.758077352,51,0.537776314,70,0.669722222,70,0.758897819,51,0.742117355,18,0.847513859,70,0.721088435,6,0.730537313,70,0.640268893,70,0.910429064,70,0.566802111,3
1,0.789157318,28,0.75181446,6,0.56170179,50,0.543222222,5,0.729047233,69,0.646819351,41,0.802108608,70,0.529761905,23,0.585029507,65,0.5,2,0.706963149,69,0.698365399,16
2,0.67668731,2,0.760604018,44,0.557608788,70,0.699888889,69,0.789896679,26,0.722096755,14,0.872806616,70,0.737386621,6,0.736037313,68,0.650495628,40,0.919098351,64,0.561776173,2
3,0.5,2,0.5,2,0.503218841,36,0.65425,53,0.707508108,36,0.5,2,0.649880739,70,0.7694161,57,0.667865676,70,0.5,2,0.78510205,70,0.709467655,62
4,0.677400312,3,0.758077352,51,0.537776314,70,0.669722222,70,0.758897819,51,0.742117355,18,0.847513859,70,0.721088435,6,0.730537313,70,0.640268893,70,0.910429064,70,0.566802111,3
5,0.720947091,38,0.757604997,70,0.568359619,21,0.5555,70,0.741676234,65,0.652765684,70,0.77426566,70,0.575608272,19,0.615341952,69,0.472106894,3,0.773222837,70,0.683527224,14
6,0.713129071,31,0.752984263,70,0.579784574,69,0.563166667,68,0.746286568,64,0.680269179,70,0.753503143,70,0.525085034,11,0.616208955,70,0.506937311,2,0.736820127,70,0.702055723,6
