,0,1,2,3,4,5,6,7,8,9,10
0,0.988644548046837,0.9137893331102086,0.9835891253379914,0.8837955889056123,0.9671292478777089,0.9766378133318113,0.992923042478918,0.9911635128071926,0.8370042761807102,0.8559968190715588,0.8997236926874964
