,0,1,2,3,4,5,6,7,8,9,10,11
0,0.974761909815642,0.9948632153883507,0.994444617791968,0.993107115572747,0.9644613023436949,0.9811160884426221,0.9962380645955136,0.9692348961078574,0.9906327312753171,0.8393856920612278,0.9926552788292422,0.9795205273662072
