,0,1,2,3,4,5,6,7,8,9,10
0,0.991337170203982,0.9598623630217066,0.9387561293715384,0.9918477437878855,0.9421786907960602,0.963907663693604,0.7343095743857242,0.9997418973272832,0.8976584806435607,0.971835701356459,0.9910603251858185
